#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Image URL,Image Path,JPG Path
412,Burmy,Bug,,224,40,29,45,29,45,36,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,pokemon_images\Burmy.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3D70>
413,WormadamPlant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,False,,,
413,WormadamSandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,False,,,
413,WormadamTrash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,False,,,
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,pokemon_images\Mothim.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3E00>
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,pokemon_images\Combee.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3E90>
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,pokemon_images\Vespiquen.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3F20>
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,pokemon_images\Pachirisu.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14050>
418,Buizel,Water,,330,55,65,35,60,30,85,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,pokemon_images\Buizel.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED140B0>
419,Floatzel,Water,,495,85,105,55,85,50,115,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,pokemon_images\Floatzel.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14110>
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,pokemon_images\Cherubi.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED141A0>
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,pokemon_images\Cherrim.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14230>
422,Shellos,Water,,325,76,48,48,57,62,34,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,pokemon_images\Shellos.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED142C0>
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,pokemon_images\Gastrodon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14350>
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,pokemon_images\Ambipom.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED143E0>
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,pokemon_images\Drifloon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14470>
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,pokemon_images\Drifblim.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14500>
427,Buneary,Normal,,350,55,66,44,44,56,85,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,pokemon_images\Buneary.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14590>
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,pokemon_images\Lopunny.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14620>
428,LopunnyMega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,False,,,
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,pokemon_images\Mismagius.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED146B0>
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,pokemon_images\Honchkrow.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14740>
431,Glameow,Normal,,310,49,55,42,42,37,85,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,pokemon_images\Glameow.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED147D0>
432,Purugly,Normal,,452,71,82,64,64,59,112,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,pokemon_images\Purugly.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14860>
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,pokemon_images\Chingling.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED148F0>
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,pokemon_images\Stunky.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14980>
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,pokemon_images\Skuntank.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14A10>
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,pokemon_images\Bronzor.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14AA0>
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,pokemon_images\Bronzong.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14B30>
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,pokemon_images\Bonsly.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14BC0>
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,False,,,
440,Happiny,Normal,,220,100,5,5,15,65,30,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,pokemon_images\Happiny.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14C50>
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,pokemon_images\Chatot.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14CE0>
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,pokemon_images\Spiritomb.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14D70>
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,pokemon_images\Gible.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14E00>
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,pokemon_images\Gabite.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14E90>
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,pokemon_images\Garchomp.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14F20>
445,GarchompMega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,4,False,,,
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,pokemon_images\Munchlax.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED14FB0>
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,pokemon_images\Riolu.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15040>
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,pokemon_images\Lucario.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED150D0>
448,LucarioMega Lucario,Fighting,Steel,625,70,145,88,140,70,112,4,False,,,
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,pokemon_images\Hippopotas.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15160>
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,pokemon_images\Hippowdon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED151F0>
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,pokemon_images\Skorupi.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15280>
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,pokemon_images\Drapion.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15310>
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,pokemon_images\Croagunk.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED153A0>
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,pokemon_images\Toxicroak.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15430>
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,pokemon_images\Carnivine.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED154C0>
456,Finneon,Water,,330,49,49,56,49,61,66,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,pokemon_images\Finneon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15550>
457,Lumineon,Water,,460,69,69,76,69,86,91,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,pokemon_images\Lumineon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED155E0>
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,pokemon_images\Mantyke.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15670>
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,pokemon_images\Snover.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15730>
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,pokemon_images\Abomasnow.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15760>
460,AbomasnowMega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,False,,,
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,pokemon_images\Weavile.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED157F0>
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,pokemon_images\Magnezone.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15880>
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,pokemon_images\Lickilicky.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15910>
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,pokemon_images\Rhyperior.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED159A0>
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,pokemon_images\Tangrowth.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15A30>
466,Electivire,Electric,,540,75,123,67,95,85,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,pokemon_images\Electivire.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15AC0>
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,pokemon_images\Magmortar.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15B50>
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,pokemon_images\Togekiss.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15BE0>
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,pokemon_images\Yanmega.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15C70>
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,pokemon_images\Leafeon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15D00>
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,pokemon_images\Glaceon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15D90>
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,pokemon_images\Gliscor.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15E20>
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,pokemon_images\Mamoswine.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15EB0>
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,pokemon_images\Porygon-Z.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15F40>
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,pokemon_images\Gallade.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED15FD0>
475,GalladeMega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,4,False,,,
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,pokemon_images\Probopass.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16060>
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,pokemon_images\Dusknoir.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED160F0>
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,pokemon_images\Froslass.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16180>
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,pokemon_images\Rotom.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16210>
479,RotomHeat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,False,,,
479,RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,False,,,
479,RotomFrost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,False,,,
479,RotomFan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,False,,,
479,RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,False,,,
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,pokemon_images\Uxie.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED162A0>
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,pokemon_images\Mesprit.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16330>
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,pokemon_images\Azelf.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED163C0>
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,pokemon_images\Dialga.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16450>
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,pokemon_images\Palkia.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED164E0>
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,pokemon_images\Heatran.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16570>
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,pokemon_images\Regigigas.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16600>
487,GiratinaAltered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,True,,,
487,GiratinaOrigin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,True,,,
488,Cresselia,Psychic,,600,120,70,120,75,130,85,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,pokemon_images\Cresselia.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16690>
489,Phione,Water,,480,80,80,80,80,80,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,pokemon_images\Phione.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16720>
490,Manaphy,Water,,600,100,100,100,100,100,100,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,pokemon_images\Manaphy.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED167B0>
491,Darkrai,Dark,,600,70,90,90,135,90,125,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,pokemon_images\Darkrai.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16840>
492,ShayminLand Forme,Grass,,600,100,100,100,100,100,100,4,True,,,
492,ShayminSky Forme,Grass,Flying,600,100,103,75,120,75,127,4,True,,,
493,Arceus,Normal,,720,120,120,120,120,120,120,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,pokemon_images\Arceus.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED168D0>
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,pokemon_images\Victini.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16960>
495,Snivy,Grass,,308,45,45,55,45,55,63,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,pokemon_images\Snivy.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED169F0>
496,Servine,Grass,,413,60,60,75,60,75,83,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,pokemon_images\Servine.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16A80>
497,Serperior,Grass,,528,75,75,95,75,95,113,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,pokemon_images\Serperior.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16B10>
498,Tepig,Fire,,308,65,63,45,45,45,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,pokemon_images\Tepig.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16BA0>
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,pokemon_images\Pignite.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16C30>
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,pokemon_images\Emboar.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16CC0>
501,Oshawott,Water,,308,55,55,45,63,45,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,pokemon_images\Oshawott.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16D50>
502,Dewott,Water,,413,75,75,60,83,60,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,pokemon_images\Dewott.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16DE0>
503,Samurott,Water,,528,95,100,85,108,70,70,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,pokemon_images\Samurott.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16E70>
504,Patrat,Normal,,255,45,55,39,35,39,42,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,pokemon_images\Patrat.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16F00>
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,pokemon_images\Watchog.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED16F90>
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,pokemon_images\Lillipup.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17020>
507,Herdier,Normal,,370,65,80,65,35,65,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,pokemon_images\Herdier.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED170B0>
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,pokemon_images\Stoutland.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17140>
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,pokemon_images\Purrloin.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED171D0>
510,Liepard,Dark,,446,64,88,50,88,50,106,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,pokemon_images\Liepard.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17260>
511,Pansage,Grass,,316,50,53,48,53,48,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,pokemon_images\Pansage.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED172F0>
512,Simisage,Grass,,498,75,98,63,98,63,101,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,pokemon_images\Simisage.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17380>
513,Pansear,Fire,,316,50,53,48,53,48,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,pokemon_images\Pansear.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17410>
514,Simisear,Fire,,498,75,98,63,98,63,101,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,pokemon_images\Simisear.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED174A0>
515,Panpour,Water,,316,50,53,48,53,48,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,pokemon_images\Panpour.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED17530>
